Supplement	Supplement_Title	Source_Order	Role	Logical_Name	Canonical_Relative_Path	Filename	SHA256
S15	Reproducibility and provenance ledger	7	FAILED_HISTORY	Failed MG1655 implementation gate	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_contextualization_implementation_and_qnrB_acquisition_decision_freeze_terminal_v1.txt	Pilot6_contextualization_implementation_and_qnrB_acquisition_decision_freeze_terminal_v1.txt	6522345813f4a6a51e6bd72026d0b98ad9ce6233b6c9cb87a9e098d39f49bad7
S15	Reproducibility and provenance ledger	8	FAILED_HISTORY	Failed CIP06 acquisition NameError gate	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_CIP06_SRR39261344_FASTQ_acquisition_and_provenance_freeze_terminal_v1.txt	Pilot6_CIP06_SRR39261344_FASTQ_acquisition_and_provenance_freeze_terminal_v1.txt	c1782d38af10c1b89b065dd1613a8064564bf41a76d68c84bdba18ff3f4a89a6
S16	Extended methods and frozen gate definitions	1	METHODS	Mapping/depth QC execution rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Raw_Read_Dependent_Residual_Mechanism_Audit/Own_Reference_Mapping_and_Depth_QC_v1/ID005_ID003_mapping_depth_QC_execution_rules_v1.tsv	ID005_ID003_mapping_depth_QC_execution_rules_v1.tsv	c00cd414d00b9c103876525fbaecb3945a46a915d178ed8fa5520f4e899e8e4f
S16	Extended methods and frozen gate definitions	2	METHODS	13-gene CN execution rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Raw_Read_Dependent_Residual_Mechanism_Audit/Copy_Number_13Gene_Depth_Metric_and_Classification_v1/ID005_ID003_13gene_CN_depth_execution_rules_v1.tsv	ID005_ID003_13gene_CN_depth_execution_rules_v1.tsv	a30e0efc7f4b210465c27638d1e77bd64283162a575382ac4ead06066169ea81
S16	Extended methods and frozen gate definitions	3	METHODS	Core42 minor-allele closure rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Raw_Read_Dependent_Residual_Mechanism_Audit/RR02_Core42_Minor_Allele_Negative_Closure_v1/ID005_ID003_RR02_core42_minor_allele_negative_closure_rules_v1.tsv	ID005_ID003_RR02_core42_minor_allele_negative_closure_rules_v1.tsv	4b3c376a4f22de93b87aeda4ca955b45bcf67942532bcdabc1f0b8468b826bc2
S16	Extended methods and frozen gate definitions	4	METHODS	Structural negative-endpoint rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Insertion_Sequence_Structural_Context_Audit/Local_Structural_IS_Branch_Negative_Endpoint_v1/ID005_local_structural_IS_negative_endpoint_rules_v1.tsv	ID005_local_structural_IS_negative_endpoint_rules_v1.tsv	a665293217f1ca598b83eec69010373ed13d727585a74f873d5fd0cadf2c5eeb
S16	Extended methods and frozen gate definitions	5	METHODS	AAC CR/NONCR implementation rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Raw_Read_Dependent_Residual_Mechanism_Audit/RR02_aac6Ib_cr_noncr_Execution_Implementation_Freeze_v1/ID005_RR02_aac6Ib_cr_noncr_execution_implementation_rules_v1.tsv	ID005_RR02_aac6Ib_cr_noncr_execution_implementation_rules_v1.tsv	c21678d1da59565f0ebe065a69bf112d8a07e99b312927138ee4d24b362463ad
S16	Extended methods and frozen gate definitions	6	METHODS	qnrB pair-context implementation rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/ID005_Raw_Read_Dependent_Residual_Mechanism_Audit/RR02_qnrB_Pair_Context_Execution_v1/ID005_RR02_qnrB_pair_context_execution_implementation_rules_v1.tsv	ID005_RR02_qnrB_pair_context_execution_implementation_rules_v1.tsv	3070f09f02c80c4a88ce323f5cf1b42f3adb6cffda3974651d4dcaaa63ac2962
S16	Extended methods and frozen gate definitions	7	METHODS	Pilot6 qnrB raw-read acquisition rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_Contextualization_Implementation_and_qnrB_Acquisition_Decision_Freeze_v1/Pilot6_qnrB_raw_read_acquisition_decision_rules_v1.tsv	Pilot6_qnrB_raw_read_acquisition_decision_rules_v1.tsv	9ff7d8b360e9d5f7d5fcba502e74b648c26012f5c67b1d544e96c5ebca38cd0f
S16	Extended methods and frozen gate definitions	8	METHODS	Pilot6 qnrB execution rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_Contextualization_Implementation_and_qnrB_Acquisition_Decision_Freeze_v1/Pilot6_qnrB_execution_implementation_rules_v1.tsv	Pilot6_qnrB_execution_implementation_rules_v1.tsv	9d89f60d293d34fbcde27ce6f54a5caf00101c4e6d7735e3fd6e30d6739132cd
S16	Extended methods and frozen gate definitions	9	METHODS	Pilot6 ompF execution rules	Results/Pilot_6_CIP/Candidate_Residual_Triage/Pilot6_Contextualization_Implementation_and_qnrB_Acquisition_Decision_Freeze_v1/Pilot6_ompF_execution_implementation_rules_v1.tsv	Pilot6_ompF_execution_implementation_rules_v1.tsv	c7d7af5a22cff7c59b4dbe061a9e8ecde0f327b62531add458437128224b9791
